geolocation_zip_code_prefix,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state
15802,-21.143447427740803,-48.99473317750192,catanduva,SP
15803,-21.128825822130022,-48.99329081911958,catanduva,SP
15804,-21.121584087505173,-48.96993970836541,catanduva,SP
15805,-21.122698540890145,-48.96345173265747,catanduva,SP
15806,-21.13255926581573,-48.95878604472631,catanduva,SP
15807,-21.123919377550852,-48.95109155793941,catanduva,SP
15808,-21.14359860132752,-48.94693654466064,catanduva,SP
15809,-21.144706270493923,-48.96381017239451,catanduva,SP
15810,-21.1535737633196,-48.97127396660097,catanduva,SP
15811,-21.17846380764809,-48.99948275767014,catanduva,SP
15812,-21.15910358927688,-48.99296454210943,catanduva,SP
15813,-21.128873359894232,-49.01726943140035,catanduva,SP
15816,-21.15929949375326,-48.94485414237697,catanduva,SP
15820,-21.095410745733826,-48.663854825197824,pirangi,SP
15823,-21.169210700818567,-49.10985805938253,elisiario,SP
15825,-21.019361504641193,-48.77459729995214,paraiso,SP
15828,-21.086301282731718,-48.80492155623185,palmares paulista,SP
15830,-21.18429338894285,-48.90794885804377,pindorama,SP
15835,-21.254701125019395,-48.97940816731462,roberto,SP
15840,-21.314615447598676,-49.055379427579275,itajobi,SP
15845,-21.25718405034634,-49.13030926601734,marapoama,SP
15850,-21.203777995824236,-49.29291838089195,urupes,SP
15855,-25.514611584288236,-47.53058323712515,sao joao de itaguacu,SP
15860,-21.08242274881478,-49.24010218018227,ibira,SP
15868,-21.081026351979624,-49.24164245159575,termas de ibira,SP
15870,-21.051549374320366,-49.059600271028735,catigua,SP
15880,-20.96298534902738,-49.03222280213476,tabapua,SP
15885,-20.995248745884854,-48.91932878336276,novais,SP
15890,-20.954045363278702,-49.17401101920071,uchoa,SP
15895,-20.90442944300076,-49.268451480157196,cedral,SP
15900,-21.405822751578732,-48.50486993338254,taquaritinga,SP
15903,-21.44830590538028,-48.57495884443414,taquaritinga,SP
15905,-21.40372075289848,-48.49869814927875,jurupema,SP
15910,-21.26362043909193,-48.49505431143004,monte alto,SP
15915,-21.67833949858253,-48.035581394934425,aparecida de monte alto,SP
15920,-21.17179346024246,-48.63075904397234,vista alegre do alto,SP
15930,-21.324812965539987,-48.631535013841734,candido rodrigues,SP
15940,-21.267084579820693,-48.68662501644836,fernando prestes,SP
15945,-21.998815453548172,-47.49271520116097,agulha,SP
15950,-21.24381555702239,-48.8048589560829,santa adelia,SP
15953,-21.975891484603352,-47.675090169220525,botelho,SP
15960,-21.189753494151443,-48.78783784914368,ariranha,SP
15970,-21.461822086424647,-48.3912899842254,santa ernestina,SP
15980,-21.519380895002403,-48.39245717341274,dobrada,SP
15990,-21.604768562440327,-48.3663136152081,matao,SP
15991,-21.640232807086925,-48.333262367248466,matao,SP
15993,-21.621631425814208,-48.36440607318353,matao,SP
15995,-21.599322145177357,-48.38895965939097,matao,SP
15996,-21.588417660636097,-48.37469089084716,matao,SP
15997,-21.59221147922808,-48.3569861442341,matao,SP
15999,-21.550631422798656,-48.53124623938883,matao,SP
16010,-21.208335870575695,-50.44034957961255,aracatuba,SP
16011,-21.206094811229296,-50.4242178699441,aracatuba,SP
16012,-21.211805170077458,-50.403834583838204,aracatuba,SP
16013,-21.218278549743655,-50.415892980062836,aracatuba,SP
16015,-21.212676091457087,-50.433949526378285,aracatuba,SP
16016,-21.232151412095455,-50.42328276921461,aracatuba,SP
16018,-21.22825816457483,-50.436895819529745,aracatuba,SP
16020,-21.222310156775055,-50.446892594416454,aracatuba,SP
16021,-21.227487874486144,-50.455920314983445,aracatuba,SP
16022,-21.23293341864977,-50.46371261508846,aracatuba,SP
16023,-21.22869311050793,-50.472038808551865,aracatuba,SP
16025,-21.2139135747918,-50.45396788530343,aracatuba,SP
16026,-21.21728727505653,-50.46842047258362,aracatuba,SP
16050,-21.19626552803958,-50.44264401278914,aracatuba,SP
16052,-21.174290895887317,-50.442381413713896,aracatuba,SP
16055,-21.193108826444167,-50.428539610609555,aracatuba,SP
16056,-21.186774168869178,-50.42834584788376,aracatuba,SP
16057,-21.172776255702015,-50.450750095337824,aracatuba,SP
16058,-21.161541458598062,-50.45556254383766,aracatuba,SP
16067,-21.178167296699154,-50.4514810269202,aracatuba,SP
16070,-21.200070151002357,-50.47894225889468,aracatuba,SP
16071,-21.20557187152715,-50.46523546572474,aracatuba,SP
16072,-21.201606963961495,-50.458472851951775,aracatuba,SP
16074,-21.193617284888248,-50.45289233929615,aracatuba,SP
16075,-21.18566462541584,-50.45942507011935,aracatuba,SP
16076,-21.18347068305042,-50.485472354031145,aracatuba,SP
16078,-21.170407853570865,-50.47037263146677,aracatuba,SP
16080,-21.146575142696783,-50.46475457961535,aracatuba,SP
16087,-21.20289946408463,-50.432005334663046,aracatuba,SP
16130,-21.113814081403916,-50.185246471438454,santo antonio do aracangua,SP
16200,-21.29516980703321,-50.34317054408832,birigui,SP
16201,-21.27168986636086,-50.330232686396656,birigui,SP
16202,-21.28600633944788,-50.32047186121422,birigui,SP
16203,-21.296739990825337,-50.325049145377584,birigui,SP
16204,-21.30314981257434,-50.354154298025875,birigui,SP
16205,-21.307466167806925,-50.36524765450358,birigui,SP
16206,-21.28756385510698,-50.35866478045844,birigui,SP
16207,-21.30237135089402,-50.37638906698663,birigui,SP
16208,-21.24488368072713,-50.32219195367088,birigui,SP
16210,-21.402974377686462,-50.47485386319769,bilac,SP
16220,-21.530165206856104,-50.55255132432654,gabriel monteiro,SP
16230,-21.59213691306365,-50.59892573387385,piacatu,SP
16240,-21.637088961925947,-50.50069385545291,santopolis do aguapei,SP
16250,-21.560394568460254,-50.44623203444712,clementina,SP
16260,-21.355608751024228,-50.28458365330202,coroados,SP
16265,-21.167534033985355,-50.185392563625136,brejo alegre,SP
16270,-21.382222144227807,-50.20917051985427,glicerio,SP
16280,-22.52583236898587,-48.37461357329222,juritis,SP
16290,-21.50403180486514,-50.321962727763506,brauna,SP
16300,-21.420603567961788,-50.07627541573102,penapolis,SP
16301,-21.426717143337083,-50.06502130860437,penapolis,SP
16303,-21.429128926789698,-50.072171037173305,penapolis,SP
16304,-21.436313314095813,-50.07715284590317,penapolis,SP
16305,-21.42960101836434,-50.08812514566306,penapolis,SP
16306,-21.41447550350854,-50.08861463746823,penapolis,SP
16308,-21.410930461967745,-50.08044340926446,penapolis,SP
16309,-21.397558990296417,-50.080291541422866,penapolis,SP
16310,-21.583295498233486,-50.16748932796554,alto alegre,SP
16340,-21.6755406629792,-50.328322772643325,luiziania,SP
16350,-21.265915821687557,-49.95025316659049,barbosa,SP
16360,-21.460683894370888,-49.94729114113036,avanhandava,SP
16370,-21.541110113256906,-49.856952625640695,promissao,SP
16400,-21.673838773123894,-49.75826958438926,lins,SP
16401,-21.6634310439013,-49.74257747036269,lins,SP
16402,-21.67602953604689,-49.73300638500434,lins,SP
16403,-21.689892450394712,-49.74510695562919,lins,SP
16404,-21.676243042828638,-49.75293105087171,lins,SP
16406,-21.656810037757925,-49.765017649354256,lins,SP
16430,-21.622010766049332,-49.795541023347646,guaicara,SP
16440,-21.4602206448701,-49.57720678011322,sabino,SP
16450,-21.79968037337855,-49.93132280148563,getulina,SP
16480,-21.90997953797039,-49.89617225055718,guaimbe,SP
16500,-21.802436602287393,-49.60191462301952,cafelandia,SP
16510,-22.27641683476647,-51.48329406577946,simoes,SP
16570,-21.894460167771527,-49.589238394652625,guaranta,SP
16600,-21.99652944432609,-49.45450409999285,pirajui,SP
16640,-21.901262418619652,-49.356838571590075,balbinos,SP
16650,-21.783574797851916,-49.28163623903092,uru,SP
16660,-21.736937554424376,-49.35807459581052,pongai,SP
16670,-22.097699688942836,-49.43836391240283,presidente alves,SP
16680,-22.157490432800895,-49.332448371961355,avai,SP
16700,-21.250677306054758,-50.64652522262236,guararapes,SP
16750,-21.300627213240904,-50.73252503215196,rubiacea,SP
16790,-21.273104879776337,-50.8113045140263,bento de abreu,SP
16800,-21.13174718973623,-51.10301886772909,mirandopolis,SP
16830,-23.49502295337295,-46.80114289454088,tres aliancas,SP
16850,-21.167478715614294,-51.04352112547039,lavinia,SP
16880,-21.22589703812189,-50.8669505350353,valparaiso,SP
16900,-20.9056319539791,-51.38183446483029,andradina,SP
16901,-20.894531362786232,-51.373462853801016,andradina,SP
16902,-20.905415133397064,-51.35881716576753,andradina,SP
16903,-20.901118042995922,-51.39512039050405,andradina,SP
16905,-20.88356271505332,-51.3665336444788,andradina,SP
16920,-20.867354287153848,-51.490946419116945,castilho,SP
16940,-21.10780452620543,-51.49128733576791,nova independencia,SP
16950,-20.992296243095666,-51.27791994739831,murutinga do sul,SP
16980,-21.03348688190158,-51.207976323155215,guaracai,SP
17010,-22.319738744536743,-49.07231234849614,bauru,SP
17011,-22.3318575071505,-49.054159058779184,bauru,SP
17012,-22.335794241117814,-49.060285349500425,bauru,SP
17013,-22.320975420268198,-49.06052993854193,bauru,SP
17014,-22.334903199659617,-49.07537868611654,bauru,SP
17015,-22.326469213453528,-49.07273685717991,bauru,SP
17016,-22.3414925319335,-49.07079742447538,bauru,SP
17017,-22.34747705204817,-49.059813395341386,bauru,SP
17018,-22.361332531510403,-49.05147592068177,bauru,SP
17020,-22.30639329254375,-49.06652690758664,bauru,SP
17021,-22.298658814829327,-49.077208991244156,bauru,SP
17022,-22.27652030799996,-49.07455093628358,bauru,SP
17023,-22.28255520407315,-49.057071288460044,bauru,SP
17024,-22.29711758539482,-49.062778211571114,bauru,SP
17025,-22.303124080872244,-49.052529955597215,bauru,SP
17026,-22.29483350967886,-49.045893583219346,bauru,SP
17027,-22.286693373932696,-49.032952096591025,bauru,SP
17030,-22.321734562254253,-49.045943797566764,bauru,SP
17031,-22.323848719200964,-49.020791668106526,bauru,SP
17032,-22.32237655179478,-49.02911455199251,bauru,SP
17033,-22.33189755961342,-49.031382243408565,bauru,SP
17034,-22.309539823334724,-49.026498765660634,bauru,SP
17035,-22.322115362156044,-49.00057519020383,bauru,SP
17037,-22.339846960658548,-48.953196156718896,bauru,SP
17039,-22.306693159518346,-48.99931334562905,bauru,SP
17047,-22.338163676937604,-49.04305652294653,bauru,SP
17048,-22.372707895495854,-49.029857047129646,bauru,SP
17050,-22.325417105888885,-49.094141754476865,bauru,SP
17051,-22.330756663626943,-49.09992673191205,bauru,SP
17052,-22.341183963959992,-49.09523560810242,bauru,SP
17053,-22.36707732048463,-49.073969442756216,bauru,SP
17054,-22.34724690428396,-49.08994561333704,bauru,SP
17055,-22.33685114449738,-49.110303953916414,bauru,SP
17056,-22.353734973383137,-49.101402852523776,bauru,SP
17057,-22.323223703526345,-49.121114665307104,bauru,SP
17060,-22.314998288585794,-49.08262745695067,bauru,SP
17063,-22.30991330783317,-49.08963393988884,bauru,SP
17064,-22.30455821791476,-49.089611131293886,bauru,SP
17065,-22.31431365955007,-49.11801626676485,bauru,SP
17066,-22.306795719579274,-49.11173746947295,bauru,SP
17067,-22.310031978834377,-49.10269103791476,bauru,SP
17110,-21.986768683858266,-48.82150375543913,bauru,SP
17120,-22.470466346179503,-48.986010875786434,agudos,SP
17123,-22.51422703000916,-49.05783200207661,agudos,SP
17128,-22.460146490389523,-48.983849587341254,agudos,SP
17132,-22.46764780271769,-48.98338747714546,agudos,SP
17150,-22.57807210421951,-49.40335898887546,paulistania,SP
17160,-22.029579525173414,-48.91354082026344,arealva,SP
17170,-23.704334452908693,-46.71218969149282,jacuba,SP
17180,-21.89228769612551,-49.021775362325265,iacanga,SP
17190,-21.8811605491646,-49.26737241608114,reginopolis,SP
17201,-22.29432873471343,-48.55838356216377,jau,SP
17202,-22.30051436157597,-48.560335581076004,jau,SP
17203,-22.30297932071113,-48.57120327182464,jau,SP
17204,-22.292505206012926,-48.57807517313708,jau,SP
17205,-22.292954554807988,-48.568261456740686,jau,SP
17206,-22.266618165415107,-48.56710186945723,jau,SP
17207,-22.283782405275378,-48.55777219962678,jau,SP
17208,-22.2737328453624,-48.5548923906002,jau,SP
17209,-22.27510906634895,-48.543461942538535,jau,SP
17210,-22.285124509141074,-48.53528825458769,jau,SP
17211,-22.302182915260026,-48.542843676716096,jau,SP
17212,-22.316976435806474,-48.54693261870942,jau,SP
17213,-22.311972564026004,-48.578910513941615,jau,SP
17214,-22.288198256383808,-48.51269200555425,jau,SP
17215,-22.26685106028531,-48.54765468337744,jau,SP
17220,-22.36558137937011,-48.667608150871224,jau,SP
17230,-22.23453293709356,-48.72225197567249,itapui,SP
17240,-22.142219355054525,-48.52815843466532,bocaina,SP
17250,-22.074148535297056,-48.74036120641809,bariri,SP
17260,-21.982031304274443,-48.80522694200689,itaju,SP
17270,-22.196090496096076,-48.77796676217149,boraceia,SP
17280,-22.347656923428968,-48.78445709494656,pederneiras,SP
17285,-22.311514110761017,-48.89054504467095,guaianas,SP
17288,-22.197288042509594,-48.87553297553746,santelmo,SP
17290,-22.514469160938607,-48.717086726954214,macatuba,SP
17300,-22.367818116109053,-48.386371061611904,dois corregos,SP
17310,-22.250351684575868,-48.38464116202757,guarapua,SP
17320,-22.413558559591177,-48.45127221284603,mineiros do tiete,SP
17340,-22.48556553236241,-48.55973229905038,barra bonita,SP
17350,-22.516283381772638,-48.56271778372706,igaracu do tiete,SP
17360,-22.431600418313533,-48.16986032524441,torrinha,SP
17370,-22.569555909330923,-48.15584254474699,santa maria da serra,SP
17380,-22.281994475802833,-48.12501314132325,brotas,SP
17400,-22.211512598914172,-49.65871814577793,garca,SP
17405,-22.211922918839157,-49.70655035826017,jafa,SP
17410,-22.082549512589758,-49.71818863345409,alvaro de carvalho,SP
17420,-22.415009635623704,-49.817263365386445,lupercio,SP
17430,-22.442094139615136,-49.763951516567325,alvinlandia,SP
17440,-22.52730669161214,-49.66160801683485,ubirajara,SP
17450,-22.293006037485206,-49.55180230202141,galia,SP
17455,-22.3603053454684,-49.521103743360264,fernao,SP
17470,-22.415256539428338,-49.406069912187206,duartina,SP
17475,-22.431167654385476,-49.52170756098803,lucianopolis,SP
17479,-22.414406224833225,-49.413996777231695,duartina,SP
17480,-22.456451283206913,-49.33787478617283,cabralia paulista,SP
17490,-22.414628763136527,-49.139637829612404,piratininga,SP
17492,-22.415853360577977,-49.14272138231224,piratininga,SP
17495,-22.413305595169145,-49.14401719524475,piratininga,SP
17498,-22.419540490330387,-49.13928907109154,piratininga,SP
17500,-22.21779660246511,-49.9502379074346,marilia,SP
17501,-22.222248975328135,-49.94682808266031,marilia,SP
17502,-22.22337780765246,-49.95876555855782,marilia,SP
17503,-22.223342778541607,-49.964976377544545,marilia,SP
17504,-22.213732974832823,-49.95811611810956,marilia,SP
17505,-22.20293044193298,-49.96845547092851,marilia,SP
17506,-22.203528690173478,-49.959327461258496,marilia,SP
17507,-22.19093160822899,-49.96362862495302,marilia,SP
17509,-22.211568749956317,-49.94610729855732,marilia,SP
17510,-22.19708042542936,-49.952291806019346,marilia,SP
17511,-22.17900241125064,-49.957080052716485,marilia,SP
17512,-22.159688410286517,-49.96298022592583,marilia,SP
17513,-22.203423294235073,-49.93991585680366,marilia,SP
17514,-22.18694503713323,-49.9268049482147,marilia,SP
17515,-22.21107927789004,-49.93898846103194,marilia,SP
17516,-22.22309709504967,-49.926872792001916,marilia,SP
17519,-22.229481827634043,-49.936669834908784,marilia,SP
17520,-22.239244980504854,-49.92492142700054,marilia,SP
17521,-22.23925205735538,-49.916579917069534,marilia,SP
17522,-22.249445452890324,-49.93035912475234,marilia,SP
17523,-22.253348108882054,-49.9368474699987,marilia,SP
17524,-22.241615344839104,-49.93202349491378,marilia,SP
17525,-22.235859730511226,-49.96641211509425,marilia,SP
17526,-22.234776084398334,-49.9775554996235,marilia,SP
17527,-22.219121862133914,-49.97450634545787,marilia,SP
17532,-22.22561246203763,-49.963339358985536,marilia,SP
17533,-22.19158157320952,-49.97515111700656,marilia,SP
17539,-22.220821480232967,-49.88499925288624,marilia,SP
17540,-22.43984055524632,-49.92085093785964,ocaucu,SP
17550,-22.01105334886814,-49.790067029944055,julio mesquita,SP
17560,-22.22233771303718,-49.82241039710561,vera cruz,SP
17570,-22.153846197462396,-50.093950330212785,oriente,SP
17580,-22.10372297090345,-50.178788673399055,pompeia,SP
17590,-21.798944627088968,-50.24015392940027,queiroz,SP
17600,-21.93466781112136,-50.513802044309614,tupa,SP
17601,-21.92699931100891,-50.5143254814704,tupa,SP
17602,-21.930497837672817,-50.498063423936536,tupa,SP
17603,-21.942110117049683,-50.500983588771916,tupa,SP
17604,-21.94316216820615,-50.51629877944752,tupa,SP
17605,-21.93506917119121,-50.52458586519026,tupa,SP
17606,-21.928344933792857,-50.525329094576,tupa,SP
17607,-21.920928089912508,-50.522562448979784,tupa,SP
17610,-21.92310421397105,-50.50300798934033,tupa,SP
17625,-22.082932678929353,-50.540399184704285,tupa,SP
17630,-21.773241812991646,-50.46523892246066,arco-iris,SP
17650,-22.003279130600685,-50.3879264478588,herculandia,SP
17670,-22.06949377314427,-50.303983055779376,quintana,SP
17680,-21.858308451940804,-50.68892013879645,iacri,SP
17690,-21.921338855590665,-50.73222682174188,bastos,SP
17700,-21.7957025544846,-50.87915583052284,osvaldo cruz,SP
17710,-21.883060496144182,-50.95540323030653,sagres,SP
17720,-21.624520873298955,-50.859289000892716,salmourao,SP
17730,-21.78158333400454,-50.79147971608056,parapua,SP
17740,-21.72565206245283,-50.72368826396069,rinopolis,SP
17760,-21.769490449386804,-50.96190701614919,inubia paulista,SP
17780,-21.723582781679756,-51.019079915045346,lucelia,SP
17790,-21.851401396592156,-51.08533101988359,pracinha,SP
17800,-21.684825270528446,-51.075909505017975,adamantina,SP
17810,-21.796085690866683,-51.18213886034931,mariapolis,SP
17830,-21.61450447713309,-51.17169687942884,florida paulista,SP
17860,-21.56314540440269,-51.2632631152253,pacaembu,SP
17870,-21.676775147441617,-51.380609253790375,flora rica,SP
17880,-21.567825393362526,-51.351517497064755,irapuru,SP
17890,-21.511941935824087,-51.43551048253919,junqueiropolis,SP
17900,-21.486683807888387,-51.53395507459642,dracena,SP
17905,-24.228585747957283,-46.883412703037685,jamaica,SP
17920,-21.48976038732817,-51.70105360028869,ouro verde,SP
17930,-21.385946015323988,-51.57361971609364,tupi paulista,SP
17940,-21.35195517456942,-51.753513286813295,santa mercedes,SP
17950,-21.332455863200394,-51.64596990139046,nova guataporanga,SP
17960,-21.299468617508854,-51.5678132069837,monte castelo,SP
17970,-21.268101869394112,-51.66660853146788,sao joao do pau d'alho,SP
17980,-21.361997990943387,-51.8565645716404,panorama,SP
17990,-21.312255844330174,-51.83565755059152,pauliceia,SP
18010,-23.500400347311313,-47.45905411452399,sorocaba,SP
18013,-23.491483611452168,-47.43410704973862,sorocaba,SP
18015,-23.502351815244957,-47.43176875148676,sorocaba,SP
18016,-23.495869767797434,-47.427508426880536,sorocaba,SP
18017,-23.49206728098309,-47.41096819655652,sorocaba,SP
18020,-23.50677457408223,-47.44632108529347,sorocaba,SP
18021,-23.508151168770347,-47.42916044434621,sorocaba,SP
18022,-23.52509771784423,-47.44119640070383,sorocaba,SP
18023,-23.510531622008717,-47.35567458852158,sorocaba,SP
18025,-23.515514343559108,-47.44342255226175,sorocaba,SP
18030,-23.510380659106602,-47.45951951656533,sorocaba,SP
18031,-23.515885092277934,-47.458166982013005,sorocaba,SP
18035,-23.50120797422679,-47.461841393566154,sorocaba,SP
18040,-23.50558801312256,-47.469820367393346,sorocaba,SP
18043,-23.505621792377077,-47.47862212313541,sorocaba,SP
18044,-23.51032527730655,-47.47811880370715,sorocaba,SP
18045,-23.518891084497625,-47.48515886986801,sorocaba,SP
18046,-23.521598312042986,-47.47390813072567,sorocaba,SP
18047,-23.522078947674647,-47.463062807420734,sorocaba,SP
18048,-23.536047094959013,-47.469335940300226,sorocaba,SP
18050,-23.51458023019706,-47.50025387998129,sorocaba,SP
18051,-23.518131305989378,-47.503619217571256,sorocaba,SP
18052,-23.5341340282984,-47.50130818131877,sorocaba,SP
18053,-23.50132858032441,-47.51890736928301,sorocaba,SP
18054,-23.49366255558067,-47.52355978260048,sorocaba,SP
18055,-23.498785561398716,-47.50005588002265,sorocaba,SP
18056,-23.507062255105787,-47.50361711813627,sorocaba,SP
18057,-23.47991245919684,-47.509821367458166,sorocaba,SP
18060,-23.491733513286565,-47.47028798630024,sorocaba,SP
18061,-23.49554375933183,-47.48489909792565,sorocaba,SP
18065,-23.485243653228608,-47.47987994262677,sorocaba,SP
18066,-23.481096491272634,-47.495311780719966,sorocaba,SP
18070,-23.47358559213854,-47.48348534360095,sorocaba,SP
18071,-23.46492533419613,-47.50166175483162,sorocaba,SP
18072,-23.43385697189598,-47.509335979649656,sorocaba,SP
18073,-23.392829106605845,-47.5191016364624,sorocaba,SP
18074,-23.454081635055946,-47.48774931626626,sorocaba,SP
18075,-23.474638753996043,-47.46722002132996,sorocaba,SP
18076,-23.464038706314106,-47.471549441227765,sorocaba,SP
18077,-23.453950497296976,-47.4740841537974,sorocaba,SP
18078,-23.438048302434215,-47.46770745976448,sorocaba,SP
18079,-23.435636861520557,-47.471260125435194,sorocaba,SP
18080,-23.48529825497048,-47.459635242237255,sorocaba,SP
18081,-23.476921354757053,-47.44986490893236,sorocaba,SP
18084,-23.47591158560804,-47.41709676602804,sorocaba,SP
18085,-23.471718541358193,-47.435272632355776,sorocaba,SP
18086,-23.447545721869208,-47.447192461193715,sorocaba,SP
18087,-23.456992923193393,-47.40135753892231,sorocaba,SP
18090,-23.482617572339922,-47.44782483931695,sorocaba,SP
18095,-23.489686127230783,-47.449690674518564,sorocaba,SP
18103,-23.41918450378245,-47.41652951718489,sorocaba,SP
18104,-23.411678726096422,-47.38958741632541,sorocaba,SP
18105,-23.401430203808175,-47.378672480022736,sorocaba,SP
18108,-23.500960415281764,-47.37323424872973,sorocaba,SP
18110,-23.54224720522475,-47.456753042329744,votorantim,SP
18111,-23.535022117796867,-47.44008917045724,votorantim,SP
18112,-23.52975924194138,-47.43406077518961,votorantim,SP
18113,-23.537993506403808,-47.41481803197059,votorantim,SP
18114,-23.543675865511204,-47.43575274030723,votorantim,SP
18115,-23.56068071185182,-47.4499257046583,votorantim,SP
18116,-23.550582582265097,-47.45777387882521,votorantim,SP
18117,-23.568870295889756,-47.459450574415776,votorantim,SP
18118,-23.475461855285072,-46.85306482807587,votorantim,SP
18119,-23.54611459277291,-47.493423061110256,votorantim,SP
18120,-23.537441378662972,-47.18864783980108,mairinque,SP
18125,-23.524641130984914,-47.25635882103687,aluminio,SP
18130,-23.53141465551431,-47.134516335097,sao roque,SP
18131,-23.531614098383045,-47.148660454030605,sao roque,SP
18132,-23.516810289716005,-47.14036268468775,sao roque,SP
18133,-23.5187311163056,-47.129322718229865,sao roque,SP
18134,-23.524084672305182,-47.13084537989292,sao roque,SP
18135,-23.54813247412556,-47.122443919826566,sao roque,SP
18136,-23.54832562587336,-47.13741838250694,sao roque,SP
18140,-23.539478284199237,-47.05691269487944,sao roque,SP
18143,-23.560131017591562,-47.08771626984008,sao roque,SP
18145,-23.586618239598728,-47.13529939925472,sao roque,SP
18147,-23.43464440790155,-47.06655931252542,aracariguama,SP
18150,-23.659005092898123,-47.2158711525994,ibiuna,SP
18155,-23.6642773518634,-47.272414194846036,paruru,SP
18160,-23.65081704729559,-47.577566440203306,salto de pirapora,SP
18170,-23.71480466995143,-47.416117064797,piedade,SP
18180,-23.963791517577473,-47.50534238333764,tapirai,SP
18185,-23.811799896344418,-47.723449977507144,pilar do sul,SP
18190,-23.51189243825172,-47.60511343886103,aracoiaba da serra,SP
18195,-23.476900722788834,-47.73869781696905,capela do alto,SP
18200,-23.587646370831962,-48.045090926749104,itapetininga,SP
18201,-23.584630580085708,-48.035623297791865,itapetininga,SP
18202,-23.587329797616047,-48.01967626124857,itapetininga,SP
18203,-23.596689543854247,-48.034500005334046,itapetininga,SP
18204,-23.607760710117823,-48.01382834757349,itapetininga,SP
18205,-23.60051587129736,-48.0511735144368,itapetininga,SP
18206,-23.616537313231735,-48.055533961268466,itapetininga,SP
18207,-23.60138522607311,-48.070897449928445,itapetininga,SP
18208,-23.59190328302429,-48.069052602274034,itapetininga,SP
18209,-23.58467734492639,-48.07058937138806,itapetininga,SP
18210,-23.580965302099145,-48.053702972449464,itapetininga,SP
18211,-23.562195013392074,-48.041464550800086,itapetininga,SP
18212,-23.571466064265792,-48.0357478304933,itapetininga,SP
18213,-23.573012496030852,-48.02450599746137,itapetininga,SP
18214,-23.579116702224777,-48.02126736779602,itapetininga,SP
18215,-23.591267851541414,-47.989756025447264,itapetininga,SP
18216,-22.042863315079195,-47.89293323886167,conceicao,SP
18217,-23.599153923116557,-48.31747225605046,rechan,SP
18218,-23.770691863426485,-48.12964897398907,gramadinho,SP
18220,-23.56157106605844,-47.88510054852834,alambari,SP
18225,-23.63743249859313,-47.82628535431284,sarapui,SP
18230,-23.877565957136557,-47.99491740587682,sao miguel arcanjo,SP
18240,-23.49581259911291,-48.406460822148546,angatuba,SP
18243,28.008978338034268,-15.536867177679133,bom retiro da esperanca,SP
18245,-23.571758038155142,-48.436810027920366,campina do monte alegre,SP
18250,-23.370416365756444,-48.18275053719662,guarei,SP
18255,-23.292530019757432,-48.05830385347121,quadra,SP
18260,-23.18018878271674,-48.12270140229841,porangaba,SP
18265,-23.245763649516846,-48.19624725140661,torre de pedra,SP
18270,-23.350006833892124,-47.84710160630692,tatui,SP
18271,-23.343363756083537,-47.83922945992154,tatui,SP
18272,-23.345577476898328,-47.82441058478331,tatui,SP
18273,-23.360411577212748,-47.81554511290936,tatui,SP
18274,-23.37488913669268,-47.84713622528176,tatui,SP
18275,-23.35714035017566,-47.854966493133105,tatui,SP
18276,-23.36024467317006,-47.867253672256844,tatui,SP
18277,-23.352786106420368,-47.87216177037056,tatui,SP
18278,-23.34398002194051,-47.86153059616502,tatui,SP
18279,-23.334546961332464,-47.8487117366971,tatui,SP
18280,-23.322853672704884,-47.85800983883647,tatui,SP
18285,-23.22336997495636,-47.958131095795416,cesario lange,SP
18290,-23.799153907667765,-48.600129248165764,buri,SP
18300,-24.004310197102207,-48.349955068211756,capao bonito,SP
18301,-23.99203581146947,-48.34873682428005,capao bonito,SP
18302,-23.986101476437216,-48.35283017812575,capao bonito,SP
18303,-23.98071404597569,-48.34510861282262,capao bonito,SP
18304,-24.006322674453486,-48.33696680431303,capao bonito,SP
18305,-24.013619948030527,-48.34196394994545,capao bonito,SP
18306,-24.01569324010852,-48.34881379947726,capao bonito,SP
18307,-24.012005131653304,-48.349937704870534,capao bonito,SP
18310,-24.188075003865485,-48.53132601325768,guapiara,SP
18315,-24.102443986268938,-48.36710713041876,ribeirao grande,SP
18320,-24.510400499879932,-48.84395091118231,apiai,SP
18325,-24.47261837227702,-49.02501208318136,barra do chapeu,SP
18330,-24.582596063108603,-48.597080250885256,iporanga,SP
18360,-24.640164777820573,-48.83856461072001,itaoca,SP
18380,-24.657729784002104,-49.007751023908156,ribeira,SP
18385,-24.566833428434975,-49.177315119750595,itapirapua paulista,SP
18400,-23.983342766178527,-48.876532648277966,itapeva,SP
18401,-23.97410141597346,-48.870696016414755,itapeva,SP
18402,-23.95585906618779,-48.84954934423791,itapeva,SP
18403,-23.982220681515305,-48.868094601358955,itapeva,SP
18404,-23.991048613247887,-48.868539969511396,itapeva,SP
18405,-23.993885596735677,-48.877620089123766,itapeva,SP
18406,-23.994899813368047,-48.88677494665492,itapeva,SP
18407,-23.990012770091216,-48.89154770740543,itapeva,SP
18408,-23.995801258082725,-48.903197874418865,itapeva,SP
18409,-23.983121609666224,-48.88894090646998,itapeva,SP
18410,-23.977740764447443,-48.886336901635836,itapeva,SP
18411,-23.971460911667883,-48.88390405158361,itapeva,SP
18412,-23.969101281142613,-48.90832256955706,itapeva,SP
18420,-23.713381138249225,-48.85193043607245,guarizinho,SP
